# This file was automatically generated by https://test.masterlens.org/ and should not be edited by hand. File was created on 2022-11-03.
# "system_name"	 "discovery_date"	 "alternate_name"	 "kind_acronym"	 "discovery_acronym"	 "reference_identifier"	 "ra_hrs"	 "ra_mins"	 "ra_secs"	 "ra_coord"	 "dec_degrees"	 "dec_arcmin"	 "dec_arcsec"	 "dec_coord"	 "lensgrade"	 "number_images"	 "theta_e"	 "theta_e_err"	 "theta_e_quality"	 "z_lens"	 "z_lens_err"	 "z_lens_quality"	 "z_source"	 "z_source_err"	 "z_source_quality"	 "vdisp"	 "vdisp_err"	 "filter_lens"	 "filter_source"	 "fluxes"	 "mag_lens"	 "mag_source"	 "morphology"	 "has_sdss"	 "sdss_link"	 "has_adsabs"	 "adsabs_link"	 "apod_link"	 "vett_status"	 "released_status"	 "hidden_status"	 "vetted"	 "released"	 "hidden"	 "graphic_status"	 "equinox"	 "sdss_ObjID"	 "sdss_specObjID"	 "time_delay0"	 "time_delay1"	 "lens_name"
"MACS J0717.5+3745[J071741+374634]"	 ""	 "MACS J0717.5+3745[J071741+374634]"	 "CLUST-GAL"	 ""	 "ApJ817(2016)98"	 "07"	 "17"	 "41.91"	 109.424632	 "+37"	 "46"	 "34.71"	 37.776308	 ""	 0	 NaN	 NaN	 0	 0.546	 NaN	 0	 2.5	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "MACS J0717.5+3745"
"MACS J0717.5+3745[J071742+374640]"	 ""	 "MACS J0717.5+3745[J071742+374640]"	 "CLUST-GAL"	 ""	 "ApJ817(2016)98"	 "07"	 "17"	 "42.45"	 109.42687	 "+37"	 "46"	 "40.79"	 37.777998	 ""	 0	 NaN	 NaN	 0	 0.546	 NaN	 0	 0.6	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "MACS J0717.5+3745"
"MACS J0717.5+3745[J071742+374651]"	 ""	 "MACS J0717.5+3745[J071742+374651]"	 "CLUST-GAL"	 ""	 "ApJ817(2016)98"	 "07"	 "17"	 "42.69"	 109.427858	 "+37"	 "46"	 "51.08"	 37.780855	 ""	 0	 NaN	 NaN	 0	 0.546	 NaN	 0	 1.0	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "MACS J0717.5+3745"
"J0717+4024"	 ""	 "SDSSJ0717+4024"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "07"	 "17"	 "48.42"	 109.45174	 "+40"	 "24"	 "50.99"	 40.414165	 ""	 0	 NaN	 NaN	 0	 0.5137	 NaN	 0	 1.4242	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0717+4024"
"J0722+0725"	 ""	 "PLCKG 209+10-0202"	 "CLUST-GAL"	 "RELICS"	 "ApJ889(2020)189"	 "07"	 "22"	 "20.93"	 110.587208	 "+07"	 "25"	 "12.38"	 7.420106	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 6.0	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0722+0725"
"J0722+0724"	 ""	 "PLCKG 209+10"	 "CLUST-GAL"	 "RELICS"	 "ApJ884(2019)85"	 "07"	 "22"	 "23.0"	 110.595833	 "+07"	 "24"	 "30.0"	 7.408333	 ""	 0	 NaN	 NaN	 0	 0.677	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0722+0724"
"J0723-7328"	 ""	 "SMACS0723-73-1317"	 "CLUST-GAL"	 "RELICS"	 "ApJ889(2020)189"	 "07"	 "23"	 "15.33"	 110.813875	 "-73"	 "28"	 "8.94"	 -73.46915	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 6.8	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0723-7328"
"J0723-7326"	 ""	 "SMACS0723-73-0599"	 "CLUST-GAL"	 "RELICS"	 "ApJ889(2020)189"	 "07"	 "23"	 "21.67"	 110.840292	 "-73"	 "26"	 "59.98"	 -73.449994	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 6.5	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0723-7326"
"J0723-7327"	 ""	 "SMACS 0723-73-0711"	 "CLUST-GAL"	 "RELICS"	 "ApJ884(2019)85"	 "07"	 "23"	 "28.4"	 110.868333	 "-73"	 "27"	 "3.6"	 -73.451	 ""	 0	 NaN	 NaN	 0	 0.39	 NaN	 0	 5.5	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0723-7327"
"J0726+4105"	 ""	 "SDSSJ0726+4105"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "07"	 "26"	 "8.39"	 111.53496	 "+41"	 "05"	 "14.04"	 41.087234	 ""	 0	 NaN	 NaN	 0	 0.4949	 NaN	 0	 1.3002	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0726+4105"
"SDSS J0728+3835"	 "2009-11-01"	 ""	 "GAL-GAL"	 "SLACS"	 "ApJ705(2009)1099"	 "07"	 "28"	 "4.95"	 112.02062	 "+38"	 "35"	 "25.76"	 +38.59049	 "A"	 3	 1.25	 0.01	 1	 0.20576	 0.00003	 1	 0.688	 0.001	 1	 214	 11	 "I"	 ""	 NaN	 "16.62"	 ""	 ""	 "1"	 "ra=112.02062&amp;amp;dec=+38.59049"	 "1"	 "&amp;amp;object=112.02062%2B38.59049"	 ""	 "1"	 "1"	 "0"	 "2014-03-12 13:58:49"	 "2014-03-12 13:58:49"	 "0000-00-00 00:00:00"	 "2"	 "J2000"	 ""	 ""	 NaN	 NaN	 "SDSS J0728+3835"
"J0728+4005"	 ""	 "SDSS J072816.98+400502.78"	 "GAL-GAL"	 "SILO"	 "MNRAS477(2018)195"	 "07"	 "28"	 "16.98"	 112.07075	 "+40"	 "05"	 "2.78"	 40.084106	 ""	 0	 NaN	 NaN	 0	 0.0496	 NaN	 0	 0.954	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0728+4005"
"J0728+4207"	 ""	 "072846+420701"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "07"	 "28"	 "45.79"	 112.190784	 "+42"	 "07"	 "1.16"	 42.116988	 ""	 0	 1.95	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0728+4207"
"J0728+5701"	 ""	 "072850+570125"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "07"	 "28"	 "49.65"	 112.206878	 "+57"	 "01"	 "24.89"	 57.02358	 ""	 0	 1.75	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0728+5701"
"J0729+3237"	 ""	 "SDSSJ0729+3237"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "07"	 "29"	 "51.26"	 112.46357	 "+32"	 "37"	 "17.27"	 32.621464	 ""	 0	 NaN	 NaN	 0	 0.3416	 NaN	 0	 0.8377	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0729+3237"
"J0730+1528"	 ""	 "073017+152842"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "07"	 "30"	 "16.97"	 112.570702	 "+15"	 "28"	 "41.52"	 15.4782	 ""	 0	 1.1	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0730+1528"
"J0731+2450"	 ""	 "SDSSJ0731+2450"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "07"	 "31"	 "3.9"	 112.76626	 "+24"	 "50"	 "45.68"	 24.846022	 ""	 0	 NaN	 NaN	 0	 0.5125	 NaN	 0	 1.1586	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0731+2450"
"J0731+3635"	 ""	 "SDSSJ0731+3635"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "07"	 "31"	 "52.65"	 112.96937	 "+36"	 "35"	 "21.19"	 36.58922	 ""	 0	 NaN	 NaN	 0	 0.479	 NaN	 0	 0.9623	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0731+3635"
"J0732+4131"	 ""	 "SDSSJ0732+4131"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "07"	 "32"	 "0.26"	 113.00107	 "+41"	 "31"	 "15.65"	 41.521015	 ""	 0	 NaN	 NaN	 0	 0.5368	 NaN	 0	 1.1616	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0732+4131"
"J0733+4411"	 ""	 "SDSS J073325.27+441111.32&dagger;"	 "GAL-GAL"	 "SILO"	 "MNRAS477(2018)195"	 "07"	 "33"	 "25.27"	 113.355292	 "+44"	 "11"	 "11.32"	 44.186478	 ""	 0	 NaN	 NaN	 0	 0.0556	 NaN	 0	 0.778	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0733+4411"
"J0735+4554"	 ""	 "SDSSJ0735+4554"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "07"	 "35"	 "33.95"	 113.89144	 "+45"	 "54"	 "11.68"	 45.903244	 ""	 0	 NaN	 NaN	 0	 0.5563	 NaN	 0	 1.4898	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0735+4554"
"J0737+4825"	 ""	 "SDSS J0737+4825"	 "GAL-QSO"	 ""	 "MNRAS456(2016)1595"	 "07"	 "37"	 "8.67"	 114.286125	 "+48"	 "25"	 "51.1"	 48.430861	 ""	 0	 0.81	 NaN	 1	 NaN	 NaN	 0	 2.892	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0737+4825"
"J0737+1914"	 ""	 "SDSSJ0737+1914"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "07"	 "37"	 "9.51"	 114.28962	 "+19"	 "14"	 "35.84"	 19.243288	 ""	 0	 NaN	 NaN	 0	 0.3528	 NaN	 0	 1.0275	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0737+1914"
"SDSS J0737+3216"	 "2006-02-00"	 ""	 "GAL-GAL"	 "SLACS"	 "ApJ638(2006)703"	 "07"	 "37"	 "28.45"	 114.36855	 "+32"	 "16"	 "18.59"	 +32.27183	 "A"	 3	 1.00	 0.01	 1	 0.32234	 0.00004	 1	 0.581	 0.001	 1	 301	 16	 "I"	 ""	 NaN	 "16.95"	 ""	 ""	 "1"	 "ra=114.36855&amp;amp;dec=+32.27183"	 "1"	 "&amp;amp;object=114.36855%2B32.27183"	 ""	 "1"	 "1"	 "0"	 "2014-03-12 13:59:05"	 "2014-03-12 13:59:05"	 "0000-00-00 00:00:00"	 "2"	 "J2000"	 "1237654390562488578"	 "609151739764959232"	 NaN	 NaN	 "SDSS J0737+3216"
"HST J073736.40+321540.3"	 "2009-05-01"	 "Danny"	 "GAL-GAL"	 "SLACSextra"	 "ApJ696(2009)1125"	 "07"	 "37"	 "36.40"	 114.401667	 "+32"	 "15"	 "40.3"	 +32.261194	 "A"	 4	 0.65	 0.03	 1	 0.34	 0.03	 1	 0.48	 0.03	 1	 NaN	 NaN	 "I"	 ""	 NaN	 "18.75"	 ""	 ""	 "1"	 "ra=114.401667&amp;amp;dec=+32.261194"	 "1"	 "&amp;amp;object=114.401667%2B32.2611"	 ""	 "1"	 "1"	 "0"	 "2012-10-26 06:17:26"	 "2012-10-26 06:17:26"	 "0000-00-00 00:00:00"	 "2"	 "J2000"	 "1237654390562489078"	 ""	 NaN	 NaN	 "HST J073736.40+321540.3"
"J0738+4301"	 ""	 "SDSSJ0738+4301"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "07"	 "38"	 "4.87"	 114.5203	 "+43"	 "01"	 "12.14"	 43.02004	 ""	 0	 NaN	 NaN	 0	 0.3742	 NaN	 0	 1.1506	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0738+4301"
"J0739+1557"	 ""	 "SDSSJ0739+1557"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "07"	 "39"	 "17.43"	 114.82263	 "+15"	 "57"	 "9.07"	 15.952519	 ""	 0	 NaN	 NaN	 0	 0.4773	 NaN	 0	 1.4259	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0739+1557"
"J0740+2735"	 ""	 "SDSSJ0740+2735"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "07"	 "40"	 "16.98"	 115.07077	 "+27"	 "35"	 "48.11"	 27.596697	 ""	 0	 NaN	 NaN	 0	 0.4119	 NaN	 0	 0.8861	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0740+2735"
"J0741+2143"	 ""	 "SDSSJ0741+2143"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "07"	 "41"	 "9.45"	 115.28938	 "+21"	 "43"	 "5.92"	 21.718311	 ""	 0	 NaN	 NaN	 0	 0.5479	 NaN	 0	 1.2765	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0741+2143"
"J0742+1735"	 ""	 "SDSSJ0742+1735"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "07"	 "42"	 "1.12"	 115.50467	 "+17"	 "35"	 "26.37"	 17.590658	 ""	 0	 NaN	 NaN	 0	 0.5641	 NaN	 0	 1.1911	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0742+1735"
"J0742+6510"	 ""	 "074242+651038"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "07"	 "42"	 "41.7"	 115.673761	 "+65"	 "10"	 "37.55"	 65.177097	 ""	 0	 1.0	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0742+6510"
"SDSS J074249.68+334148.9"	 "2016-04-07"	 "4440-55539-41"	 "GAL-GAL"	 "BELLS GALLERY"	 "ApJ824(2016)86"	 "07"	 "42"	 "49.6857"	 115.707024	 "+33"	 "41"	 "48.9890"	 +33.696941	 "A"	 2	 1.22	 NaN	 1	 0.4936	 NaN	 1	 2.3633	 NaN	 1	 218	 28	 ""	 ""	 NaN	 ""	 ""	 ""	 "1"	 "ra=115.707024&amp;amp;dec=+33.696941"	 "0"	 ""	 ""	 "0"	 "0"	 "0"	 "0000-00-00 00:00:00"	 "0000-00-00 00:00:00"	 "2016-07-07 17:00:51"	 "0"	 ""	 ""	 ""	 0	 0	 "SDSS J074249.68+334148.9"
