# This file was automatically generated by https://test.masterlens.org/ and should not be edited by hand. File was created on 2022-11-03.
# "system_name"	 "discovery_date"	 "alternate_name"	 "kind_acronym"	 "discovery_acronym"	 "reference_identifier"	 "ra_hrs"	 "ra_mins"	 "ra_secs"	 "ra_coord"	 "dec_degrees"	 "dec_arcmin"	 "dec_arcsec"	 "dec_coord"	 "lensgrade"	 "number_images"	 "theta_e"	 "theta_e_err"	 "theta_e_quality"	 "z_lens"	 "z_lens_err"	 "z_lens_quality"	 "z_source"	 "z_source_err"	 "z_source_quality"	 "vdisp"	 "vdisp_err"	 "filter_lens"	 "filter_source"	 "fluxes"	 "mag_lens"	 "mag_source"	 "morphology"	 "has_sdss"	 "sdss_link"	 "has_adsabs"	 "adsabs_link"	 "apod_link"	 "vett_status"	 "released_status"	 "hidden_status"	 "vetted"	 "released"	 "hidden"	 "graphic_status"	 "equinox"	 "sdss_ObjID"	 "sdss_specObjID"	 "time_delay0"	 "time_delay1"	 "lens_name"
"J0237-0510"	 ""	 "HSCJ0237-0510"	 "GAL-GAL"	 "SuGOHI"	 "PASJ70S(2018)29S"	 "02"	 "37"	 "33.8"	 39.390842	 "-05"	 "10"	 "15.75"	 -5.171043	 ""	 0	 NaN	 NaN	 0	 0.451	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0237-0510"
"SDSS J023740.63-064112.9"	 "2016-04-07"	 "4399-55811-149"	 "GAL-GAL"	 "BELLS GALLERY"	 "ApJ824(2016)86"	 "02"	 "37"	 "40.6393"	 39.41933	 "-06"	 "41"	 "12.9900"	 -6.686942	 "A"	 2	 0.65	 NaN	 1	 0.4859	 NaN	 1	 2.2491	 NaN	 1	 290	 89	 ""	 ""	 NaN	 ""	 ""	 ""	 "1"	 "ra=39.41933&amp;amp;dec=-6.686942"	 "0"	 ""	 ""	 "0"	 "0"	 "0"	 "0000-00-00 00:00:00"	 "0000-00-00 00:00:00"	 "2016-07-07 17:00:39"	 "0"	 ""	 ""	 ""	 0	 0	 "SDSS J023740.63-064112.9"
"J0237-0304"	 ""	 "HSCJ0237-0304"	 "GAL-GAL"	 "SuGOHI"	 "A&amp;A642A(2020)148"	 "02"	 "37"	 "40.87"	 39.420295	 "-03"	 "04"	 "46.79"	 -3.079663	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0237-0304"
"J0237-0527"	 ""	 "HSCJ0237-0527"	 "GAL-GAL"	 "SuGOHI"	 "A&amp;A642A(2020)148"	 "02"	 "37"	 "42.31"	 39.426282	 "-05"	 "27"	 "31.94"	 -5.458872	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0237-0527"
"J0237-0524"	 ""	 "HSCJ0237-0524"	 "GAL-GAL"	 "SuGOHI"	 "PASJ70S(2018)29S"	 "02"	 "37"	 "44.35"	 39.434775	 "-05"	 "24"	 "23.53"	 -5.406537	 ""	 0	 NaN	 NaN	 0	 0.356	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0237-0524"
"J0237-1801"	 ""	 "DESJ0237-1801"	 "GAL-GAL"	 ""	 "ApJS243(2019)17"	 "02"	 "37"	 "45.38"	 39.43907	 "-18"	 "01"	 "2.06"	 -18.01724	 ""	 0	 NaN	 NaN	 0	 0.71	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0237-1801"
"J0237-0528"	 ""	 "HSCJ0237-0528"	 "CLUST-GAL"	 "SuGOHI"	 "PASJ70S(2018)29S"	 "02"	 "37"	 "47.87"	 39.449463	 "-05"	 "28"	 "4.09"	 -5.467803	 ""	 0	 NaN	 NaN	 0	 0.371	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0237-0528"
"J0237-3314"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "02"	 "37"	 "53.7"	 39.47374	 "-33"	 "14"	 "40.13"	 -33.24448	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0237-3314"
"J0237-0306"	 ""	 "HSCJ0237-0306"	 "GAL-GAL"	 "SuGOHI"	 "ApJ867(2018)107"	 "02"	 "37"	 "59.53"	 39.498033	 "-03"	 "06"	 "57.98"	 -3.116105	 ""	 0	 NaN	 NaN	 0	 0.476	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0237-0306"
"J0238-0305"	 ""	 "SDSSJ0238-0305"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "02"	 "38"	 "9.66"	 39.54023	 "-03"	 "05"	 "7.44"	 -3.0854	 ""	 0	 NaN	 NaN	 0	 0.4444	 NaN	 0	 1.0662	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0238-0305"
"J0238-2959"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "02"	 "38"	 "11.51"	 39.54794	 "-29"	 "59"	 "9.6"	 -29.986	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0238-2959"
"J0238-0545"	 ""	 "HSCJ0238-0545"	 "GAL-QSO"	 "SuGOHI"	 "PASJ70S(2018)29S"	 "02"	 "38"	 "17.77"	 39.574024	 "-05"	 "45"	 "55.52"	 -5.765422	 ""	 0	 NaN	 NaN	 0	 0.599	 NaN	 0	 1.763	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0238-0545"
"J0238-0242"	 ""	 "HSCJ0238-0242"	 "CLUST-GAL"	 "SuGOHI"	 "MNRAS495(2020)1291"	 "02"	 "38"	 "20.83"	 39.5868	 "-02"	 "42"	 "58.68"	 -2.7163	 ""	 0	 NaN	 NaN	 0	 0.282	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0238-0242"
"J0238-0503"	 ""	 "SDSSJ0238-0503"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "02"	 "38"	 "22.97"	 39.595703	 "-05"	 "03"	 "2.97"	 -5.050825	 ""	 0	 NaN	 NaN	 0	 0.3987	 NaN	 0	 1.3354	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0238-0503"
"J0238-0348"	 ""	 "HSCJ0238-0348"	 "CLUST-GAL"	 "SuGOHI"	 "MNRAS495(2020)1291"	 "02"	 "38"	 "23.69"	 39.5987	 "-03"	 "48"	 "11.16"	 -3.8031	 ""	 0	 NaN	 NaN	 0	 0.322	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0238-0348"
"J0238-0625"	 ""	 "HSCJ0238-0625"	 "GAL-GAL"	 "SuGOHI"	 "PASJ70S(2018)29S"	 "02"	 "38"	 "29.43"	 39.622616	 "-06"	 "25"	 "42.89"	 -6.42858	 ""	 0	 NaN	 NaN	 0	 0.487	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0238-0625"
"J0238+0001"	 ""	 "SDSSJ0238+0001"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "02"	 "38"	 "31.98"	 39.63326	 "+00"	 "01"	 "4.27"	 0.017853	 ""	 0	 NaN	 NaN	 0	 0.4524	 NaN	 0	 1.1566	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0238+0001"
"J0238-0442"	 ""	 "HSCJ0238-0442"	 "GAL-GAL"	 "SuGOHI"	 "A&amp;A642A(2020)148"	 "02"	 "38"	 "32.35"	 39.634793	 "-04"	 "42"	 "26.81"	 -4.707446	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0238-0442"
"J0238-0456"	 ""	 "HSCJ0238-0456"	 "GAL-GAL"	 "SuGOHI"	 "A&amp;A642A(2020)148"	 "02"	 "38"	 "32.58"	 39.635769	 "-04"	 "56"	 "0.73"	 -4.933535	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0238-0456"
"J0238-0549"	 ""	 "HSCJ0238-0549"	 "GAL-GAL"	 "SuGOHI"	 "A&amp;A642A(2020)148"	 "02"	 "38"	 "34.02"	 39.641733	 "-05"	 "49"	 "39.51"	 -5.827643	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0238-0549"
"J0238-1351"	 ""	 ""	 "GAL-GAL"	 ""	 "ApJS243(2019)17"	 "02"	 "38"	 "36.4"	 39.651667	 "-13"	 "51"	 "28.98"	 -13.85805	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0238-1351"
"J0238+0151"	 ""	 "SDSSJ0238+0151"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "02"	 "38"	 "37.15"	 39.654774	 "+01"	 "51"	 "9.64"	 1.852679	 ""	 0	 NaN	 NaN	 0	 0.6484	 NaN	 0	 1.3071	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0238+0151"
"J0238-3416"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "02"	 "38"	 "41.34"	 39.67227	 "-34"	 "16"	 "33.1"	 -34.27586	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0238-3416"
"J0238-0537"	 ""	 "HSCJ0238-0537"	 "GAL-GAL"	 "SuGOHI"	 "MNRAS495(2020)1291"	 "02"	 "38"	 "43.54"	 39.6814	 "-05"	 "37"	 "38.28"	 -5.6273	 ""	 0	 NaN	 NaN	 0	 0.358	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0238-0537"
"J0238-3418"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "02"	 "38"	 "51.75"	 39.71563	 "-34"	 "18"	 "22.61"	 -34.30628	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0238-3418"
"J0239-3050"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "02"	 "39"	 "3.54"	 39.764748	 "-30"	 "50"	 "48.18"	 -30.846718	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0239-3050"
"J0239-2047"	 ""	 "DESJ0239-2047"	 "GAL-GAL"	 ""	 "ApJS243(2019)17"	 "02"	 "39"	 "6.47"	 39.77696	 "-20"	 "47"	 "18.02"	 -20.78834	 ""	 0	 NaN	 NaN	 0	 0.64	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0239-2047"
"J0239-3414"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "02"	 "39"	 "12.04"	 39.80016	 "-34"	 "14"	 "52.08"	 -34.2478	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0239-3414"
"J0239-3344"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "02"	 "39"	 "17.13"	 39.821383	 "-33"	 "44"	 "55.05"	 -33.748626	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0239-3344"
"J0239-3416"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "02"	 "39"	 "18.27"	 39.82613	 "-34"	 "16"	 "51.28"	 -34.28091	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0239-3416"
"J0239-4701"	 ""	 "J023919.80&minus;470108.9"	 "GAL-QSO"	 ""	 "MNRAS489(2019)2525"	 "02"	 "39"	 "19.8"	 39.8325	 "-47"	 "01"	 "8.9"	 -47.019139	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0239-4701"
"WFC3 J023924.56-013600.82"	 "2012-06-15"	 ""	 "GAL-GAL"	 "Serendipitous"	 "arXiv:1206.3412"	 "02"	 "39"	 "24.56"	 39.852333	 "-01"	 "36"	 "00.82"	 -1.600228	 "B"	 1	 0.91	 0.01	 1	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 "F140W"	 ""	 NaN	 "20.50"	 ""	 ""	 "0"	 ""	 "1"	 "&amp;amp;object=39.852333%2D1.600228"	 ""	 "1"	 "1"	 "0"	 "2014-03-27 11:20:27"	 "2014-03-27 11:20:27"	 "0000-00-00 00:00:00"	 "1"	 "J2000"	 ""	 ""	 NaN	 NaN	 "WFC3 J023924.56-013600.82"
"J0239-3410"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "02"	 "39"	 "28.79"	 39.86994	 "-34"	 "10"	 "51.1"	 -34.18086	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0239-3410"
"J0239-0419"	 ""	 "HSCJ0239-0419"	 "GAL-GAL"	 "SuGOHI"	 "ApJ867(2018)107"	 "02"	 "39"	 "29.03"	 39.870961	 "-04"	 "19"	 "23.49"	 -4.323193	 ""	 0	 NaN	 NaN	 0	 0.592	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0239-0419"
"J0239-3427"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "02"	 "39"	 "29.12"	 39.871354	 "-34"	 "27"	 "14.02"	 -34.453894	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0239-3427"
"J0239-3211"	 ""	 ""	 "GAL-GAL"	 ""	 "MNRAS484(2019)3879P"	 "02"	 "39"	 "29.69"	 39.873727	 "-32"	 "11"	 "29.57"	 -32.191548	 ""	 0	 NaN	 NaN	 0	 0.43	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0239-3211"
"J0239-0356"	 ""	 "HSCJ0239-0356"	 "GAL-GAL"	 "SuGOHI"	 "ApJ867(2018)107"	 "02"	 "39"	 "38.56"	 39.910652	 "-03"	 "56"	 "17.88"	 -3.9383	 ""	 0	 NaN	 NaN	 0	 0.601	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0239-0356"
"J0239-0437"	 ""	 "HSCJ0239-0437"	 "GAL-GAL"	 "SuGOHI"	 "MNRAS495(2020)1291"	 "02"	 "39"	 "41.64"	 39.9235	 "-04"	 "37"	 "41.52"	 -4.6282	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0239-0437"
"J0239-0127"	 ""	 "HSCJ0239-0127"	 "CLUST-GAL"	 "SuGOHI"	 "MNRAS495(2020)1291"	 "02"	 "39"	 "42.26"	 39.9261	 "-01"	 "27"	 "47.16"	 -1.4631	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0239-0127"
"J0239-4620"	 ""	 "DESJ0239-4620"	 "GAL-GAL"	 ""	 "ApJS243(2019)17"	 "02"	 "39"	 "44.06"	 39.93357	 "-46"	 "20"	 "40.78"	 -46.34466	 ""	 0	 NaN	 NaN	 0	 0.4	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0239-4620"
"A370[J023949-013415]"	 ""	 "A370[J023949-013415]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "49.26"	 39.955258	 "-01"	 "34"	 "15.9"	 -1.571082	 ""	 0	 NaN	 NaN	 0	 0.375	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "A370"
"A370[J023949-013440]"	 ""	 "A370[J023949-013440]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "49.27"	 39.955279	 "-01"	 "34"	 "40.48"	 -1.577912	 ""	 0	 NaN	 NaN	 0	 0.375	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "A370"
"Abell 370[J023949-013435]"	 ""	 "Abell 370[J023949-013435]"	 "CLUST-GAL"	 ""	 "MNRAS469(2017)3946"	 "02"	 "39"	 "49.47"	 39.956112	 "-01"	 "34"	 "35.2"	 -1.576444	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023949-013443]"	 ""	 "Abell 370[J023949-013443]"	 "CLUST-GAL"	 ""	 "MNRAS485(2019)3738"	 "02"	 "39"	 "49.48"	 39.956156	 "-01"	 "34"	 "43.24"	 -1.578679	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 5.4476	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023949-013439]"	 ""	 "Abell 370[J023949-013439]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "49.62"	 39.956763	 "-01"	 "34"	 "39.06"	 -1.577517	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023949-013437]"	 ""	 "Abell 370[J023949-013437]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "49.72"	 39.957165	 "-01"	 "34"	 "37.04"	 -1.576956	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023949-013421]"	 ""	 "Abell 370[J023949-013421]"	 "CLUST-GAL"	 ""	 "MNRAS485(2019)3738"	 "02"	 "39"	 "49.76"	 39.957315	 "-01"	 "34"	 "21.88"	 -1.572744	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 5.9386	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023949-013455]"	 ""	 "Abell 370[J023949-013455]"	 "CLUST-GAL"	 ""	 "MNRAS469(2017)3946"	 "02"	 "39"	 "49.77"	 39.957362	 "-01"	 "34"	 "55.51"	 -1.582086	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 4.4296	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
